Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Critic_Score,User_Score
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Nintendo DS,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,2000s,Unknown,Unknown
211,Uncharted: Drake's Fortune,PlayStation 3,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,2000s,88.0,8.1
212,Madden NFL 06,PlayStation 2,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,2000s,88.0,8
213,LEGO Star Wars: The Complete Saga,Nintendo DS,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,2000s,80.0,5.4
214,Diddy Kong Racing,Nintendo 64,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,1990s,Unknown,Unknown
215,Monster Hunter Freedom 3,PlayStation Portable,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,2000s,Unknown,Unknown
216,Dr. Mario,Nintendo Entertainment System,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,1980s,Unknown,Unknown
217,God of War III,PlayStation 3,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,2000s,92.0,8.7
218,StarCraft II: Wings of Liberty,PC,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,Multi-decade,93.0,8.2
219,Assassin's Creed,PlayStation 3,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,2000s,81.0,7.3
220,FIFA 15,PlayStation 3,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,2000s,Unknown,4.5
221,Crash Team Racing,PlayStation,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,1990s,88.0,9
222,FIFA 17,PlayStation 4,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,2010s,85.0,5
223,Batman: Arkham City,Xbox 360,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,2000s,94.0,8.7
224,Driver 2,PlayStation,Action,Atari,2.36,2.1,0.02,0.25,4.73,1990s,62.0,7.7
225,The Simpsons: Hit & Run,PlayStation 2,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,2000s,Unknown,Unknown
226,Tony Hawk's Pro Skater 2,PlayStation,Sports,Activision,3.05,1.41,0.02,0.2,4.68,1990s,98.0,7.7
227,Animal Crossing: City Folk,Nintendo Wii,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,2000s,73.0,7.6
228,The Lord of the Rings: The Two Towers,PlayStation 2,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,2000s,82.0,8.2
229,Forza Motorsport 4,Xbox 360,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,2000s,91.0,8.2
230,Tomb Raider,PlayStation,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,1990s,91.0,8.6
231,Guitar Hero III: Legends of Rock,Nintendo Wii,Misc,Activision,3.06,1.12,0.0,0.44,4.62,2000s,86.0,8.4
232,The Legend of Zelda: A Link to the Past,Super Nintendo Entertainment System,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,1990s,Unknown,Unknown
233,The Legend of Zelda: The Wind Waker,GameCube,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,2000s,96.0,8.9
234,Mario & Sonic at the Olympic Winter Games,Nintendo Wii,Sports,Sega,1.89,1.99,0.22,0.48,4.58,2000s,Unknown,Unknown
235,Luigi's Mansion: Dark Moon,Nintendo 3DS,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,2010s,86.0,8.4
236,Splatoon,Wii U,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,2010s,81.0,8.5
237,The Last of Us,PlayStation 4,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,2010s,Unknown,Unknown
238,Guitar Hero III: Legends of Rock,Xbox 360,Misc,Activision,3.19,0.92,0.01,0.42,4.53,2000s,85.0,7.9
239,Madden NFL 2005,PlayStation 2,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,2000s,91.0,7.9
240,Pitfall!,Atari 2600,Platform,Activision,4.21,0.24,0.0,0.05,4.5,1970s,Unknown,Unknown
241,Madden NFL 07,PlayStation 2,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,2000s,84.0,8.2
242,Spider-Man: The Movie,PlayStation 2,Action,Activision,2.71,1.51,0.03,0.23,4.48,2000s,76.0,7.9
243,Dragon Quest VII: Warriors of Eden,PlayStation,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,1990s,Unknown,Unknown
244,Uncharted: The Nathan Drake Collection,PlayStation 4,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,2010s,86.0,8.1
245,Call of Duty: Advanced Warfare,PlayStation 3,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,2000s,Unknown,4.8
246,God of War,PlayStation 2,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,2000s,94.0,8.9
247,Nintendo Land,Wii U,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,2010s,77.0,7.9
248,Michael Jackson: The Experience,Nintendo Wii,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,2000s,56.0,8.3
249,Tony Hawk's Pro Skater 3,PlayStation 2,Sports,Activision,2.66,1.29,0.01,0.46,4.41,2000s,97.0,7.5
250,Winning Eleven: Pro Evolution Soccer 2007,PlayStation 2,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,2000s,86.0,8.9
251,The Elder Scrolls IV: Oblivion,Xbox 360,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,2000s,94.0,8.7
252,Zelda II: The Adventure of Link,Nintendo Entertainment System,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,1980s,Unknown,Unknown
253,Need for Speed: Most Wanted,PlayStation 2,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,2000s,82.0,9.1
254,Resistance: Fall of Man,PlayStation 3,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,2000s,86.0,8.1
255,Sonic the Hedgehog,Sega Genesis,Platform,Sega,3.03,0.91,0.26,0.13,4.34,1990s,Unknown,Unknown
256,Kingdom Hearts II,PlayStation 2,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,2000s,87.0,9
257,FIFA 14,Xbox 360,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,2000s,84.0,4.2
258,Call of Duty: Advanced Warfare,Xbox 360,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,2000s,Unknown,4.9
259,Asteroids,Atari 2600,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,1970s,Unknown,Unknown
260,Fable II,Xbox 360,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,2000s,89.0,6.5
261,Halo 5: Guardians,Xbox One,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,2010s,84.0,6.4
262,Super Mario 3D World,Wii U,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,2010s,93.0,9
263,Batman: Arkham Asylum,PlayStation 3,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,2000s,91.0,8.9
264,Assassin's Creed: Revelations,PlayStation 3,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,2000s,80.0,7.5
265,Namco Museum,Game Boy Advance,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,2000s,79.0,7.3
266,Metal Gear Solid 3: Snake Eater,PlayStation 2,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,2000s,91.0,9.3
267,Daxter,PlayStation Portable,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,2000s,85.0,8.7
268,Warcraft II: Tides of Darkness,PC,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,Multi-decade,Unknown,Unknown
269,The Legend of Zelda: Ocarina of Time,Nintendo 3DS,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,2010s,Unknown,Unknown
270,FIFA Soccer 06,PlayStation 2,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,2000s,80.0,7.8
271,EyeToy Play,PlayStation 2,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,2000s,80.0,7.5
272,Uncharted 4: A Thief's End,PlayStation 4,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,2010s,93.0,7.9
273,Gran Turismo 5 Prologue,PlayStation 3,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,2000s,80.0,7.1
274,Assassin's Creed: Revelations,Xbox 360,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,2000s,80.0,7.2
275,Street Fighter IV,PlayStation 3,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,2000s,94.0,7.3
276,FIFA 12,Xbox 360,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,2000s,Unknown,Unknown
277,Teenage Mutant Ninja Turtles,Nintendo Entertainment System,Action,Palcom,3.38,0.44,0.31,0.04,4.17,1980s,Unknown,Unknown
278,Excitebike,Nintendo Entertainment System,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,1980s,Unknown,Unknown
279,Frogger,PlayStation,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,1990s,Unknown,Unknown
280,Madden NFL 2003,PlayStation 2,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,2000s,95.0,7.7
281,Watch Dogs,PlayStation 4,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,2010s,80.0,6.3
282,Half-Life,PC,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,Multi-decade,96.0,9.1
283,Super Mario World 2: Yoshi's Island,Super Nintendo Entertainment System,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,1990s,Unknown,Unknown
284,FIFA Soccer 07,PlayStation 2,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,2000s,Unknown,Unknown
285,The Legend of Zelda: Skyward Sword,Nintendo Wii,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,2000s,93.0,8
286,Street Fighter II Turbo,Super Nintendo Entertainment System,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,1990s,Unknown,Unknown
287,Carnival Games,Nintendo Wii,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,2000s,56.0,6
288,Fallout 4,Xbox One,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,2010s,88.0,6.2
289,World of Warcraft: The Burning Crusade,PC,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,Multi-decade,91.0,7.9
290,Fallout: New Vegas,Xbox 360,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,2000s,84.0,8.1
291,God of War II,PlayStation 2,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,2000s,93.0,8.9
292,Forza Motorsport 2,Xbox 360,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,2000s,90.0,8.3
293,World Soccer Winning Eleven 9,PlayStation 2,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,2000s,Unknown,8.2
294,Namco Museum Vol.3,PlayStation,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,1990s,Unknown,Unknown
295,Tekken Tag Tournament,PlayStation 2,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,2000s,85.0,8.5
296,Far Cry 4,PlayStation 4,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,2010s,85.0,7.7
297,Star Fox 64,Nintendo 64,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,1990s,Unknown,Unknown
298,Minecraft,PlayStation 4,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,2010s,Unknown,Unknown
299,Golf,Nintendo Entertainment System,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,1980s,Unknown,Unknown
300,Fallout 3,PlayStation 3,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,2000s,90.0,8
301,Professor Layton and the Diabolical Box,Nintendo DS,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,2000s,84.0,8.8
302,Left 4 Dead 2,Xbox 360,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,2000s,89.0,8.6
303,Namco Museum: 50th Anniversary,PlayStation 2,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,2000s,61.0,tbd
304,EA Sports Active,Nintendo Wii,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,2000s,81.0,8.7
305,Assassin's Creed: Unity,PlayStation 4,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,2010s,70.0,4.9
306,Donkey Kong Land,Game Boy,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,1980s,Unknown,Unknown
307,Tony Hawk's Underground,PlayStation 2,Sports,Activision,2.29,1.17,0.01,0.42,3.9,2000s,90.0,8.7
308,Assassin's Creed IV: Black Flag,PlayStation 3,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,2000s,88.0,8.1
309,Monster Hunter 4 Ultimate,Nintendo 3DS,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,2010s,86.0,8.7
310,MotorStorm,PlayStation 3,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,2000s,84.0,7.4
311,The Elder Scrolls V: Skyrim,PC,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,Multi-decade,94.0,8.1
312,Tekken 5,PlayStation 2,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,2000s,88.0,8.6
313,Dragon Warrior III,Nintendo Entertainment System,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,1980s,Unknown,Unknown
314,Sports Champions,PlayStation 3,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,2000s,76.0,7.9
315,NBA 2K16,PlayStation 4,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,2010s,87.0,6.7
316,World Soccer Winning Eleven 8 International,PlayStation 2,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,2000s,91.0,9.1
317,Flash Focus: Vision Training in Minutes a Day,Nintendo DS,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,2000s,59.0,4
318,Namco Museum Vol.1,PlayStation,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,1990s,Unknown,Unknown
319,The Legend of Zelda: Link's Awakening,Game Boy,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,1980s,Unknown,Unknown
320,Mario & Luigi: Bowser's Inside Story,Nintendo DS,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,2000s,Unknown,Unknown
321,Big Brain Academy: Wii Degree,Nintendo Wii,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,2000s,68.0,6.9
322,Nintendogs + cats,Nintendo 3DS,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,2010s,Unknown,Unknown
323,Batman: Arkham Knight,PlayStation 4,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,2010s,87.0,7.6
324,Mario & Sonic at the London 2012 Olympic Games,Nintendo Wii,Sports,Sega,1.14,1.91,0.27,0.46,3.78,2000s,Unknown,Unknown
325,LEGO Indiana Jones: The Original Adventures,Xbox 360,Action,Activision,2.4,1.03,0.0,0.36,3.78,2000s,77.0,7.5
326,Resident Evil Director's Cut,PlayStation,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,1990s,Unknown,Unknown
327,Ratchet & Clank: Size Matters,PlayStation Portable,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,2000s,Unknown,Unknown
328,Just Dance 2014,Nintendo Wii,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,2000s,Unknown,6.2
329,The Sims: Unleashed,PC,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,Multi-decade,79.0,8
330,Super Paper Mario,Nintendo Wii,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,2000s,85.0,7.9
331,Harry Potter and the Sorcerer's Stone,PlayStation,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,1990s,64.0,7.5
332,The Witcher 3: Wild Hunt,PlayStation 4,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,2010s,92.0,9.2
333,Resident Evil 3: Nemesis,PlayStation,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,1990s,Unknown,Unknown
334,Spyro: Year of the Dragon,PlayStation,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,1990s,91.0,8.8
335,FIFA Soccer 2005,PlayStation 2,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,2000s,81.0,7.6
336,Pokémon Trading Card Game,Game Boy,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,1980s,Unknown,Unknown
337,Battlefield 4,PlayStation 3,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,2000s,80.0,5.8
338,MySims,Nintendo DS,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,2000s,67.0,7.3
339,Friend Collection,Nintendo DS,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,2000s,Unknown,Unknown
340,Tony Hawk's Pro Skater 4,PlayStation 2,Sports,Activision,2.13,1.18,0.01,0.35,3.67,2000s,94.0,8.5
341,Midnight Club 3: DUB Edition,PlayStation Portable,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,2000s,74.0,8.4
342,Banjo-Kazooie,Nintendo 64,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,1990s,Unknown,Unknown
343,SOCOM: U.S. Navy SEALs,PlayStation 2,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,2000s,82.0,7.9
344,Guitar Hero: World Tour,Nintendo Wii,Misc,Activision,2.33,0.97,0.0,0.35,3.65,2000s,86.0,7.6
345,Gran Turismo 6,PlayStation 3,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,2000s,81.0,7.7
346,Jak and Daxter: The Precursor Legacy,PlayStation 2,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,2000s,90.0,8.7
347,Pokemon Snap,Nintendo 64,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,1990s,Unknown,Unknown
348,FIFA Soccer 10,PlayStation 3,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,2000s,91.0,7.6
349,Pro Evolution Soccer 2008,PlayStation 2,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,2000s,82.0,7.9
350,Call of Duty: Ghosts,PlayStation 4,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,2010s,78.0,3.7
351,Resident Evil 4,PlayStation 2,Action,Capcom,2.08,0.83,0.46,0.25,3.62,2000s,96.0,8.9
352,Tom Clancy's The Division,PlayStation 4,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,2010s,80.0,7
353,Star Wars: Battlefront,PlayStation 2,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,2000s,82.0,8.7
354,Doom II: Hell on Earth,PC,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,Multi-decade,Unknown,Unknown
355,The Simpsons: Road Rage,PlayStation 2,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,2000s,64.0,7.7
356,Cooking Mama 2: Dinner With Friends,Nintendo DS,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,2000s,70.0,8
357,Luigi's Mansion,GameCube,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,2000s,78.0,8.5
358,Star Wars: Battlefront II,PlayStation 2,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,2000s,84.0,9
359,WWF SmackDown!,PlayStation,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,1990s,Unknown,Unknown
360,Croc: Legend of the Gobbos,PlayStation,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,1990s,Unknown,Unknown
361,Grand Theft Auto: Liberty City Stories,PlayStation 2,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,2000s,78.0,7.8
362,The Getaway,PlayStation 2,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,2000s,72.0,6.8
363,Tomb Raider III: Adventures of Lara Croft,PlayStation,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,1990s,Unknown,Unknown
364,James Bond 007: Agent Under Fire,PlayStation 2,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,2000s,72.0,7.9
365,LEGO Star Wars: The Video Game,PlayStation 2,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,2000s,Unknown,Unknown
366,Battlefield 4,Xbox 360,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,2000s,79.0,5.6
367,FIFA Soccer 11,Xbox 360,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,2000s,88.0,7.5
368,Rugrats in Paris: The Movie,PlayStation,Action,THQ,1.96,1.33,0.0,0.23,3.52,1990s,Unknown,Unknown
369,Spyro 2: Ripto's Rage!,PlayStation,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,1990s,Unknown,Unknown
370,Left 4 Dead,Xbox 360,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,2000s,89.0,7.9
371,Mario & Sonic at the Olympic Winter Games,Nintendo DS,Sports,Sega,1.22,1.66,0.27,0.38,3.52,2000s,Unknown,Unknown
372,Resident Evil 5,Xbox 360,Action,Capcom,2.11,0.94,0.12,0.34,3.51,2000s,83.0,7.5
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Super Nintendo Entertainment System,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,1990s,Unknown,Unknown
374,Assassin's Creed: Brotherhood,Xbox 360,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,2000s,89.0,8.3
375,Kung Fu,Nintendo Entertainment System,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,1980s,Unknown,Unknown
376,Batman: Arkham Asylum,Xbox 360,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,2000s,92.0,8.7
377,Clubhouse Games,Nintendo DS,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,2000s,83.0,8.4
378,FIFA Soccer 2004,PlayStation 2,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,2000s,84.0,6.4
379,Star Wars Battlefront (2015),Xbox One,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,2010s,Unknown,Unknown
380,Battlefield: Bad Company 2,Xbox 360,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,2000s,88.0,8.6
381,Guitar Hero: On Tour,Nintendo DS,Misc,Activision,2.11,1.01,0.01,0.35,3.48,2000s,71.0,8.8
382,Assassin's Creed: Unity,Xbox One,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46,2010s,72.0,4.1
383,Far Cry 3,PlayStation 3,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,2000s,90.0,8.5
384,Monster Hunter 4,Nintendo 3DS,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,2010s,Unknown,Unknown
385,Borderlands,Xbox 360,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,2000s,84.0,8.2
386,Tekken 4,PlayStation 2,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,2000s,79.0,8.3
387,Battlefield 4,PlayStation 4,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,2010s,85.0,6.9
388,LittleBigPlanet 2,PlayStation 3,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,2000s,91.0,8.4
389,Grand Theft Auto 2,PlayStation,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,1990s,70.0,8
390,Final Fantasy III,Super Nintendo Entertainment System,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,1990s,Unknown,Unknown
391,Spider-Man 2,PlayStation 2,Action,Activision,1.75,1.2,0.02,0.43,3.41,2000s,80.0,8.9
392,F-1 Race,Game Boy,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,1980s,Unknown,Unknown
393,FIFA Soccer 2003,PlayStation 2,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,2000s,88.0,6.7
394,Crash Bash,PlayStation,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,1990s,68.0,8.2
395,LEGO Batman: The Videogame,Xbox 360,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,2000s,76.0,7.9
396,Metal Gear Solid V: The Phantom Pain,PlayStation 4,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,2010s,93.0,8.2
397,The Legend of Zelda: Spirit Tracks,Nintendo DS,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,2000s,87.0,7.8
398,WWF War Zone,PlayStation,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,1990s,Unknown,Unknown
399,The Legend of Zelda: Majora's Mask,Nintendo 64,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,1990s,Unknown,Unknown
400,Professor Layton and the Unwound Future,Nintendo DS,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,2000s,86.0,9.2
401,Rugrats: Search For Reptar,PlayStation,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,1990s,Unknown,Unknown
402,Assassin's Creed IV: Black Flag,Xbox 360,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,2000s,86.0,7.9
403,English Training: Have Fun Improving Your Skills!,Nintendo DS,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,2000s,Unknown,Unknown
404,James Bond 007: Nightfire,PlayStation 2,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,2000s,77.0,8.5
405,Ratchet & Clank,PlayStation 2,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,2000s,Unknown,Unknown
406,Mario Party 9,Nintendo Wii,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,2000s,73.0,6.8
407,Star Wars Episode III: Revenge of the Sith,PlayStation 2,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,2000s,60.0,7.2
408,Max Payne,PlayStation 2,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,2000s,80.0,8.5
409,The Lord of the Rings: The Return of the King,PlayStation 2,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,2000s,85.0,8.7
410,Assassin's Creed Syndicate,PlayStation 4,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,2010s,76.0,6.8
411,Destiny,Xbox One,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,2010s,75.0,5.5
412,True Crime: Streets of LA,PlayStation 2,Action,Activision,1.89,1.05,0.02,0.31,3.27,2000s,77.0,8
413,Wii Music,Nintendo Wii,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,2000s,63.0,4.6
414,Gran Turismo (PSP),PlayStation Portable,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27,2000s,Unknown,Unknown
415,Monster Hunter X,Nintendo 3DS,Action,Capcom,0.25,0.19,2.78,0.04,3.26,2010s,Unknown,Unknown
416,Tekken,PlayStation,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,1990s,Unknown,Unknown
417,FIFA 16,Xbox One,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,2010s,84.0,4.4
